Column1,Column2
training_epoch,loss_value
1,7312.558898682627
2,2344.1325175614056
3,792.197390828504
4,438.28040032985007
5,328.1627170428929
6,283.2997759181946
7,268.2119856027985
8,274.60066085829305
9,281.22194169376667
10,270.03682707794815
11,284.3508177079817
12,296.96580649741503
13,281.7870976189028
14,290.8123463506321
15,268.34066780904266
16,339.4395189934295
17,285.5362810778156
18,288.93535644542396
19,271.0607944598935
20,269.74002725762864
21,307.5004781638769
22,276.3257116826567
23,290.80860569305196
24,278.4244573240675
25,307.57021713391555
26,270.2761987035422
27,275.977676723729
28,263.53567894953056
29,383.49892611717274
30,360.54659371510985
31,398.66678154589084
32,717.4276320027811
33,721.50351784533
34,502.01587923865895
35,507.46065250044325
36,412.25395229807054
37,296.7039684818045
38,290.0578921542108
39,271.09562511736846
40,274.7626794326993
41,272.8274665565252
42,272.4582968319153
43,272.3615736731186
44,273.7554089770422
45,281.074647889072
46,287.9105534145391
47,284.67174598092015
48,290.0830563459162
49,282.5690533835399
50,267.94090548516726
51,269.3524170141684
52,278.85122023682214
53,277.3646822509403
54,266.1400434471007
55,266.4216318403783
56,272.7898631953761
57,293.81528924904694
58,264.6369028783953
59,268.8666197936762
60,300.2139096191929
61,284.4058455264444
62,323.69905205817065
63,1054.8501742628687
64,1414.74754231313
65,1349.6490971666303
66,1681.6914032905702
67,1393.0176013274602
68,1615.680564970065
69,2078.7686036178625
70,2716.530318341141
71,1834.8718109746533
72,1161.1522133091862
73,1034.4014119653493
74,1516.0406754058104
75,1140.0759467311173
76,931.1031118271592
77,714.781860017747
78,541.3930726115381
79,538.0859870278067
80,708.6503172324011
81,843.3312569909408
82,599.5369882777103
83,525.7405333157167
84,383.5148960554369
85,369.0837243614297
86,330.17807433752523
87,342.4558518241473
88,333.49975172914634
89,303.5544963216249
90,314.122542733713
91,298.27362229947175
92,271.52627556126095
93,275.16099967652707
94,274.1657749613428
95,280.23085365982655
96,289.26890652997776
97,273.53724675536716
98,288.4126189015247
99,283.79618811535994
100,271.70822199167975
