Column1,Column2
training_epoch,loss_value
1,2703.337158203125
2,4106.0849609375
3,3998.825927734375
4,2064.0634765625
5,1589.998046875
6,980.9551391601562
7,727.9795532226562
8,750.56494140625
9,1114.6868896484375
10,1271.2061767578125
11,2629.717041015625
12,1190.46533203125
13,812.6357421875
14,1863.2447509765625
15,2344.41943359375
16,2619.81005859375
17,934.5292358398438
18,3155.885498046875
19,1283.8592529296875
20,2306.476806640625
21,2017.9327392578125
22,2669.729736328125
23,1055.4056396484375
24,3933.479736328125
25,830.1201171875
26,1410.685302734375
27,958.760009765625
28,690.8163452148438
29,1689.0826416015625
30,3008.241943359375
31,2844.984130859375
32,843.46142578125
33,1027.81298828125
34,1382.01171875
35,1663.3585205078125
36,2251.788330078125
37,1126.3685302734375
38,1249.308349609375
39,880.3599243164062
40,1743.92529296875
41,739.3276977539062
42,1206.7135009765625
43,2507.76416015625
44,988.8409423828125
45,2284.906005859375
46,5392.13037109375
47,1844.1220703125
48,2159.31494140625
49,2052.35693359375
50,1263.352783203125
51,3742.830810546875
52,2006.97802734375
53,1492.00390625
54,1098.39794921875
55,808.3150634765625
56,986.8297729492188
57,1707.228759765625
58,1047.6689453125
59,1332.222412109375
60,2017.3155517578125
61,1285.60791015625
62,2477.908935546875
63,1129.8375244140625
64,1104.1849365234375
65,1442.7537841796875
66,1487.129150390625
67,1982.1324462890625
68,4577.36962890625
69,2584.913818359375
70,2004.2537841796875
71,1094.5540771484375
72,2315.281494140625
73,1697.392333984375
74,1446.9515380859375
75,1219.7265625
76,2069.994384765625
77,1736.5350341796875
78,975.8814086914062
79,2513.771728515625
80,2355.786865234375
81,2231.091552734375
82,3216.688232421875
83,1443.081298828125
84,1551.89501953125
85,1221.0389404296875
86,1839.720458984375
87,2504.989501953125
88,3236.89501953125
89,1189.0859375
90,1399.475830078125
91,1817.205810546875
92,2600.07666015625
93,1156.24658203125
94,869.6865234375
95,2138.141357421875
96,2080.301513671875
97,2534.4443359375
98,2702.171875
99,1038.2589111328125
100,2553.697265625
