Column1,Column2
training_epoch,loss_value
1,29491.02895026962
2,27861.328985099903
3,26679.66835377199
4,25707.206991018047
5,24841.98878723503
6,24038.138762750325
7,23282.212704574806
8,22558.08084830148
9,21859.166003291117
10,21195.85757709162
11,20549.72986185051
12,19932.86520353097
13,19343.03404754608
14,18768.448460636046
15,18222.632029155156
16,17689.30925779943
17,17182.60741925252
18,16684.971254341377
19,16223.58842031188
20,15763.240258075402
21,15318.470825858885
22,14890.700530029184
23,14488.345317287632
24,14085.720750412223
25,13703.190715249875
26,13337.793267217585
27,12976.602874043343
28,12647.920362325223
29,12300.012434027405
30,11975.719220253364
31,11671.943091170671
32,11375.212451513524
33,11077.214229135177
34,10793.591873123749
35,10527.96589829302
36,10259.549142718786
37,9996.669938237801
38,9757.015945746534
39,9519.8355539926
40,9284.02060999883
41,9055.075618979989
42,8844.467612087055
43,8627.176875131785
44,8416.756455679626
45,8226.599074715898
46,8031.3940255030875
47,7840.9030375494785
48,7661.674252049735
49,7490.241299418932
50,7319.426934341517
51,7158.313185417084
52,6997.037108756867
53,6829.515355305043
54,6681.6693265647455
55,6545.957224635438
56,6394.575319773027
57,6250.591542443187
58,6121.222507944827
59,5988.459617494918
60,5862.165421063362
61,5734.2504950941875
62,5621.353177140592
63,5498.565298889906
64,5380.08892715977
65,5279.133919168031
66,5168.617314937446
67,5059.5230703542575
68,4956.3534190365635
69,4853.942164401346
70,4752.427613764564
71,4666.298430159755
72,4583.486542595487
73,4486.32952862137
74,4400.564718119154
75,4311.231373484197
76,4240.945720261593
77,4153.838801628594
78,4074.32578335766
79,3999.4168772666685
80,3914.6896380703947
81,3851.388953078411
82,3780.048087400992
83,3698.6550859196755
84,3629.8126909504435
85,3580.37596445876
86,3510.088674028365
87,3429.2594634457496
88,3372.4975723548023
89,3311.850432003722
90,3259.803243087024
91,3197.171292032487
92,3141.8889474922835
93,3088.041616540242
94,3034.3748001405306
95,2986.2121431622363
96,2927.626397493225
97,2876.659145253968
98,2842.5767936854872
99,2773.3091631637094
100,2728.914235432678
