Column1,Column2
training_epoch,loss_value
1,8037.328607064672
2,7089.081906704269
3,13856.508913501953
4,21618.386669375825
5,17168.76036309364
6,7535.1935021822355
7,14234.197489849095
8,9384.106607026264
9,9249.640786210044
10,16588.253794464497
11,25149.320723638353
12,15741.454482021978
13,13744.580652949724
14,12694.222391618472
15,8235.911267192056
16,30537.36426840937
17,27649.09250151925
18,28066.608738384835
19,27452.31299462305
20,29915.809434269653
21,19852.90823449348
22,38590.36599731421
23,12470.189729870624
24,13853.777311753169
25,13853.038510304912
26,16621.412065329674
27,25031.65109490047
28,18689.06784654811
29,24265.718150426477
30,11558.589241349682
31,122196.59349156637
32,42292.68180858546
33,11990.311075720607
34,4589.3557160003775
35,5610.213136559729
36,40507.355336579516
37,9085.76750141036
38,12007.519527736204
39,14301.074332927707
40,45117.15048955921
41,16622.139076777057
42,8205.325496635785
43,21529.510380790387
44,11881.004128327473
45,4488.771105353061
46,1896.4109536467608
47,4030.344663161333
48,3189.769632239843
49,1654.911508238773
50,1313.052263978604
51,778.7008831847947
52,436.9277054040305
53,375.0433969253031
54,355.0135742391084
55,293.8509649698725
56,278.8988842344248
57,273.82165040035716
58,274.4171841013915
59,330.04149847810135
60,275.88691737671684
61,264.7108820218818
62,272.47124298660236
63,314.7391650080571
64,288.8687760855081
65,284.99658109309104
66,280.54221956120045
67,268.73324467650275
68,267.5463140975809
69,261.77666964384963
70,264.97210653911225
71,277.94523434195594
72,312.803155791612
73,306.7776488872155
74,367.36100179372716
75,369.9942887774973
76,388.3238434866314
77,428.52237523259726
78,491.7887970499412
79,364.1540157118942
80,335.21161003657414
81,307.3234951928709
82,287.7077874548128
83,316.58263878842826
84,319.7707522077294
85,296.0093957754141
86,299.2084383076973
87,280.54394720715857
88,301.915243342522
89,278.059057946802
90,308.5745001444457
91,311.92511774849845
92,301.515752703355
93,286.09678316107494
94,272.46122549211066
95,279.00208647334193
96,274.7541752134592
97,274.92328154925553
98,293.5191469090778
99,264.4573454966935
100,299.09112405477475
