Column1,Column2
training_epoch,loss_value
1,951.9024047851562
2,913.6845703125
3,954.397705078125
4,794.1736450195312
5,874.5614624023438
6,885.6070556640625
7,1040.8848876953125
8,763.540771484375
9,706.4559936523438
10,1005.57421875
11,989.0170288085938
12,762.4986572265625
13,698.0045776367188
14,1094.98828125
15,836.8781127929688
16,861.4742431640625
17,827.6544799804688
18,688.6389770507812
19,1073.3603515625
20,855.693359375
21,1127.7874755859375
22,893.2135009765625
23,988.4803466796875
24,729.1482543945312
25,745.2017211914062
26,827.5452880859375
27,1261.656005859375
28,883.173583984375
29,767.8826904296875
30,842.8032836914062
31,818.4705810546875
32,1021.3496704101562
33,921.3621215820312
34,774.0260009765625
35,805.8858642578125
36,944.6793212890625
37,729.1443481445312
38,733.2422485351562
39,761.114501953125
40,856.84912109375
41,1100.955322265625
42,1074.98681640625
43,790.678466796875
44,699.6259155273438
45,798.1685180664062
46,691.269775390625
47,847.9662475585938
48,1413.348388671875
49,786.322021484375
50,733.757080078125
51,884.4440307617188
52,843.9396362304688
53,830.7505493164062
54,824.9424438476562
55,757.2849731445312
56,859.76416015625
57,792.250244140625
58,1501.3150634765625
59,696.306884765625
60,728.8331298828125
61,763.306884765625
62,1005.59912109375
63,1292.4202880859375
64,1069.3975830078125
65,1197.8746337890625
66,836.3406372070312
67,1041.56884765625
68,836.9699096679688
69,775.7305297851562
70,789.074951171875
71,810.8361206054688
72,768.9136352539062
73,836.7655639648438
74,711.2120971679688
75,849.51318359375
76,985.3560791015625
77,780.7172241210938
78,704.5460815429688
79,713.6400146484375
80,901.4647827148438
81,760.2960815429688
82,1162.9791259765625
83,985.039306640625
84,894.1668701171875
85,812.8811645507812
86,707.0233764648438
87,884.404541015625
88,832.4996948242188
89,844.4293212890625
90,723.1121215820312
91,697.6622314453125
92,802.9261474609375
93,769.6580200195312
94,1147.1334228515625
95,706.1090087890625
96,797.6553344726562
97,1158.39990234375
98,850.66015625
99,1191.547607421875
100,864.2586669921875
